Document,Term,TF-IDF
news1,интервью,0.05798943746806687
news1,риа,0.11385700865187522
news1,новость,0.07988758055299365
news1,генеральный,0.06309658720439486
news1,директор,0.05381659229632358
news1,госкорпорация,0.06309658720439486
news1,сергей,0.10763318459264716
news1,текущий,0.06968084837535543
news1,момент,0.03612037606884783
news1,контур,0.07896084328342669
news1,создаваться,0.07896084328342669
news1,один,0.019663044808933737
news1,беспилотный,0.15792168656685338
news1,летательный,0.07896084328342669
news1,аппарат,0.05381659229632358
news1,серия,0.13936169675071086
news1,есть,0.10327273768552316
news1,разведывательный,0.07896084328342669
news1,версия,0.06309658720439486
news1,"""суперкам""-камикадзе",0.07896084328342669
news1,проходить,0.047232331125363014
news1,демонстрировать,0.15792168656685338
news1,технический,0.07896084328342669
news1,рассказать,0.05381659229632358
news1,особенность,0.06968084837535543
news1,беспилотник,0.2787233935014217
news1,"""высокий",0.07896084328342669
news1,средство,0.05381659229632358
news1,подавить,0.07896084328342669
news1,открытый,0.06968084837535543
news1,российский,0.09853555944289129
news1,дроны-камикадзе,0.07896084328342669
news1,зарекомендовать,0.07896084328342669
news1,зона,0.1739683124042006
news1,эффективность,0.06309658720439486
news1,поражение,0.06968084837535543
news1,живой,0.06968084837535543
news1,сила,0.04212518138903503
news1,техника,0.06309658720439486
news1,сообщать,0.047232331125363014
news1,информированный,0.07896084328342669
news1,групповой,0.07896084328342669
news1,налёт,0.07896084328342669
news1,такой,0.022088080138259896
news1,применяться,0.07896084328342669
news1,уничтожение,0.06968084837535543
news1,пво,0.07896084328342669
news1,войско,0.04453659738825231
news1,применять,0.06309658720439486
news1,различный,0.04453659738825231
news1,отмечать,0.06309658720439486
news1,коллегия,0.07896084328342669
news1,минобороны,0.06968084837535543
news1,глава,0.034424245895174385
news1,военный,0.03795233621729174
news1,ведомство,0.06309658720439486
news1,начало,0.02743488948402452
news1,промышленность,0.07896084328342669
news1,увеличить,0.07896084328342669
news1,выпуск,0.06968084837535543
news1,подразделение,0.07896084328342669
news1,расчёт,0.06309658720439486
news1,бпнуть,0.07896084328342669
news1,оператор,0.07896084328342669
news1,депутат,0.05798943746806687
news1,парламент,0.13936169675071086
news1,абхазия,0.2090425451260663
news1,внеочередной,0.07896084328342669
news1,заседание,0.06309658720439486
news1,ратифицировать,0.07896084328342669
news1,соглашение,0.2090425451260663
news1,передача,0.13936169675071086
news1,госдача,0.13936169675071086
news1,передавать,0.06968084837535543
news1,агентство,0.05798943746806687
news1,президент,0.03795233621729174
news1,республика,0.10763318459264716
news1,аслан,0.07896084328342669
news1,бжаний,0.07896084328342669
news1,подписать,0.13936169675071086
news1,закон,0.05028850197420623
news1,ратификация,0.15792168656685338
news1,уточнить,0.06968084837535543
news1,пресс-служба,0.06968084837535543
news1,ново-афонский,0.07896084328342669
news1,симоно-кананитский,0.07896084328342669
news1,монастырь,0.07896084328342669
news1,афон,0.07896084328342669
news1,совбез,0.07896084328342669
news1,назвать,0.04453659738825231
news1,страна,0.07988758055299365
news1,часть,0.03795233621729174
news1,русский,0.047232331125363014
news1,мир,0.04453659738825231
news1,территория,0.12619317440878972
news1,который,0.00927999490807127
news1,составлять,0.04453659738825231
news1,находиться,0.03612037606884783
news1,аренда,0.07896084328342669
news1,москва,0.10057700394841246
news1,правительство,0.11597887493613374
news1,главный,0.04453659738825231
news1,управление,0.05798943746806687
news1,охрана,0.07896084328342669
news1,сентябрь,0.06968084837535543
news1,собственность,0.07896084328342669
news1,объект,0.05028850197420623
news1,порядок,0.05381659229632358
news1,использование,0.05381659229632358
news1,январь,0.05381659229632358
news1,оппозиция,0.13936169675071086
news1,выступать,0.06968084837535543
news1,документ,0.05798943746806687
news1,противоречащий,0.07896084328342669
news1,конституция,0.06968084837535543
news1,вторник,0.06968084837535543
news1,проводить,0.06968084837535543
news1,протест,0.06968084837535543
news2,блогер,0.19389218851544693
news2,анастасия,0.11704732520873207
news2,ивлеева,0.45241510653604283
news2,проверять,0.06463072950514898
news2,налоговый,0.12926145901029795
news2,материал,0.0704034819706869
news2,сообщить,0.03704886442920692
news2,глава,0.031929348978142404
news2,"""лига",0.06463072950514898
news2,безопасный,0.06463072950514898
news2,екатерина,0.06463072950514898
news2,мизулин,0.12926145901029795
news2,свой,0.033894538435179714
news2,"""фнс",0.0732381568642688
news2,россия,0.026594313626223626
news2,декабрь,0.058189348169121
news2,начало,0.025446546111122896
news2,выездной,0.0732381568642688
news2,проверка,0.06463072950514898
news2,гуэбипк,0.0732381568642688
news2,мвд,0.0732381568642688
news2,иметь,0.03350255213246825
news2,шанс,0.1464763137285376
news2,завершиться,0.0732381568642688
news2,возбуждение,0.0732381568642688
news2,уголовный,0.0732381568642688
news2,написать,0.11704732520873207
news2,поблагодарить,0.0732381568642688
news2,полиция,0.1464763137285376
news2,оперативный,0.06463072950514898
news2,реагирование,0.0732381568642688
news2,устроенный,0.06463072950514898
news2,время,0.018788057872565486
news2,риа,0.03520174098534345
news2,новость,0.03704886442920692
news2,располагать,0.0732381568642688
news2,комментарий,0.058523662604366034
news2,скриншот,0.06463072950514898
news2,публикация,0.058523662604366034
news2,настя,0.06463072950514898
news2,социальный,0.06463072950514898
news2,сеть,0.053786653500044496
news2,попросить,0.06463072950514898
news2,второй,0.04991623524524621
news2,российский,0.03046473188102192
news2,народ,0.06463072950514898
news2,"""голый",0.21971447059280638
news2,московский,0.1464763137285376
news2,клуб,0.19389218851544693
news2,пройти,0.09983247049049242
news2,звезда,0.03520174098534345
news2,прислать,0.1464763137285376
news2,полуобнажённый,0.06463072950514898
news2,мероприятие,0.12926145901029795
news2,вызвать,0.0732381568642688
news2,широкий,0.04991623524524621
news2,общественный,0.0732381568642688
news2,некоторый,0.04130880788612639
news2,участник,0.06463072950514898
news2,вечеринка,0.12926145901029795
news2,прийтись,0.053786653500044496
news2,хамовнический,0.06463072950514898
news2,суд,0.058523662604366034
news2,москва,0.09328768647609034
news2,зарегистрировать,0.06463072950514898
news2,коллективный,0.06463072950514898
news2,иск,0.06463072950514898
news2,миллиард,0.04664384323804517
news2,рубль,0.04991623524524621
news2,счёт,0.04991623524524621
news2,компенсация,0.06463072950514898
news2,моральный,0.06463072950514898
news2,рэпер,0.0732381568642688
news2,(николай,0.0732381568642688
news2,арестовать,0.0732381568642688
news2,продюсер,0.1464763137285376
news2,музыкант,0.0732381568642688
news2,максим,0.0732381568642688
news2,фадеев,0.0732381568642688
news2,разместить,0.0732381568642688
news2,telegram-канал,0.0732381568642688
news2,который,0.00860742735911982
news2,назвать,0.04130880788612639
news2,"""стратегический",0.0732381568642688
news2,блогерш,0.1464763137285376
news2,артист,0.0732381568642688
news2,весь,0.027356948715264645
news2,видеть,0.10757330700008899
news2,такой,0.02048724672544068
news2,колхоз,0.0732381568642688
news2,считать,0.04991623524524621
news2,этот,0.030541891540337006
news2,креатив,0.0732381568642688
news2,год,0.00860742735911982
news2,стратегический,0.0732381568642688
news2,провал,0.053786653500044496
news2,стать,0.022334370169304157
news2,позор,0.1464763137285376
news2,наш,0.04466874033860831
news2,хотеть,0.03350255213246825
news2,комментировать,0.06463072950514898
news2,момент,0.03350255213246825
news2,выйти,0.03704886442920692
news2,предел,0.0732381568642688
news2,"""мыть",0.0732381568642688
news2,взорвать,0.0732381568642688
news2,мировой,0.06463072950514898
news2,чарт,0.0732381568642688
news2,песня,0.0732381568642688
news2,мир,0.04130880788612639
news2,возникнуть,0.058523662604366034
news2,тренд,0.0732381568642688
news2,славянский,0.0732381568642688
news2,культура,0.0732381568642688
news2,(вопрека,0.0732381568642688
news2,попытка,0.04664384323804517
news2,отмена,0.0732381568642688
news2,центр,0.04664384323804517
news2,происходить,0.04991623524524621
news2,возмутиться,0.0732381568642688
news2,первый,0.025446546111122896
news2,день,0.027807702609027592
news2,ксения,0.0732381568642688
news2,филипп,0.06463072950514898
news2,лолита,0.0732381568642688
news2,дим,0.0732381568642688
news2,билан,0.0732381568642688
news2,другой,0.024357664980238974
news2,событие,0.04664384323804517
news2,получить,0.03704886442920692
news2,название,0.06463072950514898
news3,хамовнический,0.06867337993585458
news3,суд,0.06218431616104855
news3,москва,0.04956141440581337
news3,вторник,0.06867337993585458
news3,зарегистрировать,0.06867337993585458
news3,коллективный,0.06867337993585458
news3,иск,0.06867337993585458
news3,блогер,0.06867337993585458
news3,анастасия,0.06218431616104855
news3,ивлеева,0.20602013980756373
news3,один,0.009689375045964715
news3,миллиард,0.09912282881162673
news3,рубль,0.10607698889399644
news3,счёт,0.05303849444699822
news3,компенсация,0.13734675987170916
news3,моральный,0.13734675987170916
news3,вред,0.1556384032998098
news3,проведение,0.1243686323220971
news3,вечеринка,0.2746935197434183
news3,клуб,0.13734675987170916
news3,сообщить,0.03936626992483813
news3,риа,0.07480721791628374
news3,новость,0.03936626992483813
news3,истец,0.1556384032998098
news3,выступать,0.06867337993585458
news3,группа,0.06218431616104855
news3,ответчик,0.0778192016499049
news3,проходить,0.0465494306721922
news3,сказать,0.03936626992483813
news3,собеседница,0.0778192016499049
news3,скриншот,0.06867337993585458
news3,публикация,0.06218431616104855
news3,настя,0.06867337993585458
news3,социальный,0.06867337993585458
news3,сеть,0.05715100726183895
news3,лживый,0.0778192016499049
news3,обнажаться,0.0778192016499049
news3,просить,0.06218431616104855
news3,размер,0.06867337993585458
news3,дата,0.06867337993585458
news3,заседание,0.06218431616104855
news3,организовать,0.0778192016499049
news3,мероприятие,0.20602013980756373
news3,посетить,0.0778192016499049
news3,звезда,0.03740360895814187
news3,российский,0.12948120023572912
news3,эстрада,0.0778192016499049
news3,быть,0.0030631900479158344
news3,полуобнажённый,0.06867337993585458
news3,получить,0.03936626992483813
news3,скандальный,0.0778192016499049
news3,глава,0.033926528916957015
news3,"""лига",0.06867337993585458
news3,безопасный,0.06867337993585458
news3,екатерина,0.06867337993585458
news3,мизулин,0.06867337993585458
news3,назвать,0.04389267273294789
news3,циничный,0.0778192016499049
news3,неэтичный,0.0778192016499049
news3,"""проводить",0.0778192016499049
news3,такой,0.06530617040785654
news3,гибнуть,0.0778192016499049
news3,наш,0.047462768871963566
news3,ребята,0.06218431616104855
news3,ребёнок,0.05303849444699822
news3,терять,0.06867337993585458
news3,депутат,0.05715100726183895
news3,госдума,0.06867337993585458
news3,мария,0.06867337993585458
news3,бутин,0.0778192016499049
news3,обратиться,0.06218431616104855
news3,роскомнадзор,0.0778192016499049
news3,минкультуры,0.0778192016499049
news3,просьба,0.05715100726183895
news3,провести,0.06867337993585458
news3,проверка,0.06867337993585458
news3,дать,0.041516121772982605
news3,правовой,0.0778192016499049
news3,оценка,0.06218431616104855
news3,следовать,0.06867337993585458
news3,оценить,0.05715100726183895
news3,предмет,0.05715100726183895
news3,соответствие,0.06218431616104855
news3,закон,0.04956141440581337
news3,запрет,0.06218431616104855
news3,пропаганда,0.0778192016499049
news3,указ,0.06867337993585458
news3,президент,0.1122108268744256
news3,укрепление,0.0778192016499049
news3,традиционный,0.06867337993585458
news3,дек,0.0778192016499049
news3,главком,0.06867337993585458
news3,валерий,0.06218431616104855
news3,залужный,0.1243686323220971
news3,признать,0.0778192016499049
news3,потеря,0.06218431616104855
news3,город,0.05715100726183895
news3,марьинка,0.13734675987170916
news3,близкий,0.06218431616104855
news3,окрестность,0.1556384032998098
news3,запад,0.06218431616104855
news3,написать,0.06218431616104855
news3,украинский,0.1486842432174401
news3,"""город",0.0778192016499049
news3,войско,0.08778534546589578
news3,отойти,0.05715100726183895
news3,западный,0.05715100726183895
news3,окраина,0.0778192016499049
news3,некоторый,0.04389267273294789
news3,место,0.04389267273294789
news3,окопаться,0.0778192016499049
news3,другой,0.025881236284126252
news3,приводить,0.06867337993585458
news3,слово,0.033926528916957015
news3,издание,0.05715100726183895
news3,министр,0.06218431616104855
news3,оборона,0.06218431616104855
news3,россия,0.02825778724409154
news3,сергей,0.10607698889399644
news3,шойгу,0.06867337993585458
news3,доложить,0.06867337993585458
news3,рф,0.06218431616104855
news3,владимир,0.08303224354596521
news3,сила,0.041516121772982605
news3,освободить,0.0778192016499049
news3,зеленский,0.05303849444699822
news3,способный,0.0778192016499049
news3,решить,0.05303849444699822
news3,дрон,0.1556384032998098
news3,весь,0.009689375045964715
news3,линия,0.13734675987170916
news3,заявить,0.0465494306721922
news3,генерал-майор,0.0778192016499049
news3,отставка,0.0778192016499049
news3,кривоносый,0.0778192016499049
news3,интервью,0.05715100726183895
news3,телеканал,0.0778192016499049
news3,"""количество",0.0778192016499049
news3,достигать,0.06218431616104855
news3,массовый,0.06867337993585458
news3,маршрут,0.0778192016499049
news3,передвижение,0.0778192016499049
news3,гриб,0.0778192016499049
news3,лес,0.06867337993585458
news3,тратить,0.0778192016499049
news3,средство,0.05303849444699822
news3,какой,0.02825778724409154
news5,ночь,0.06916287240530768
news5,декабрь,0.04871288556502482
news5,белград,0.1226218222604419
news5,начаться,0.09005438896680078
news5,массовый,0.10821050344877764
news5,сторонник,0.1226218222604419
news5,блок,0.1226218222604419
news5,«сербия,0.1226218222604419
news5,согласиться,0.10821050344877764
news5,победа,0.1226218222604419
news5,выборы,0.09798551002863622
news5,городской,0.1226218222604419
news5,собрание,0.10821050344877764
news5,столица,0.1226218222604419
news5,правящий,0.1226218222604419
news5,президент,0.05893787898516625
news5,сербия,0.2452436445208838
news5,александр,0.10821050344877764
news5,вучича,0.1226218222604419
news5,назвать,0.06916287240530768
news5,протест,0.21642100689755528
news5,попытка,0.15619052417387985
news5,«уничтожить,0.1226218222604419
news5,самостоятельность,0.1226218222604419
news5,суверенитет,0.1226218222604419
news5,республика,0.08357419121697195
news5,быть,0.004826751465471363
news5,иметь,0.05609294620114859
news5,никакой,0.09005438896680078
news5,результат,0.07334919779683052
news5,«власть,0.1226218222604419
news5,сменяться,0.1226218222604419
news5,поддержка,0.09005438896680078
news5,выразить,0.09798551002863622
news5,западный,0.09005438896680078
news5,россия,0.04452656017350198
news5,обвинить,0.1226218222604419
news5,сша,0.1469782650429543
news5,европейский,0.09798551002863622
news5,союз,0.09798551002863622
news5,устроить,0.10821050344877764
news5,революция,0.10821050344877764
news5,причина,0.09005438896680078
news5,перспектива,0.1226218222604419
news5,развитие,0.08357419121697195
news5,политический,0.19597102005727243
news5,кризис,0.1226218222604419
news5,поговорить,0.1226218222604419
news5,директор,0.08357419121697195
news5,фонд,0.1226218222604419
news5,прогрессивный,0.1226218222604419
news5,политика,0.09798551002863622
news5,главный,0.06916287240530768
news5,редактор,0.1226218222604419
news5,издание,0.09005438896680078
news5,олег,0.2452436445208838
news5,охарактеризовать,0.1226218222604419
news5,ситуация,0.10821050344877764
news5,год,0.0216169782174964
news5,начинаться,0.08357419121697195
news5,май,0.09005438896680078
news5,страна,0.06203049699091818
news5,случиться,0.09005438896680078
news5,трагедия,0.1226218222604419
news5,произойти,0.08357419121697195
news5,школьный,0.1226218222604419
news5,стать,0.03739418475911249
news5,шок,0.1226218222604419
news5,весь,0.015267810508339984
news5,балканский,0.1226218222604419
news5,насыщенный,0.06131091113022095
news5,оружие,0.04502719448340039
news5,второй,0.08357419121697195
news5,место,0.03458143620265384
news5,мир,0.03458143620265384
news5,количество,0.04502719448340039
news5,ствол,0.06131091113022095
news5,душа,0.03904763104346996
news5,население,0.05410525172438882
news5,(ести,0.06131091113022095
news5,брать,0.04502719448340039
news5,идти,0.03270903836749754
news5,гражданский,0.05410525172438882
news5,каждый,0.0465581236993006
news5,семья,0.04502719448340039
news5,есть,0.026729474927567116
news5,ребёнок,0.04178709560848597
news5,папа,0.06131091113022095
news5,кровать,0.06131091113022095
news5,шкаф,0.1226218222604419
news5,стоить,0.03904763104346996
news5,старшеклассник,0.06131091113022095
news5,мочь,0.012038286666609563
news5,достать,0.05410525172438882
news5,папин,0.06131091113022095
news5,этот,0.008522657578839316
news5,берданка,0.06131091113022095
news5,пойти,0.05410525172438882
news5,стрелять,0.06131091113022095
news5,такой,0.017150783376680277
news5,опция,0.06131091113022095
news6,страна,0.19090881391316797
news6,евросоюз,0.1617378624792044
news6,присоединиться,0.3806116552061707
news6,гарантия,0.3773883457848103
news6,безопасность,0.25848526231009794
news6,отреагировать,0.05391262082640146
news6,отказаться,0.034335815400697224
news6,давать,0.02876209063926135
news6,украина,0.21818150161504912
news6,сюжетсаммит,0.05391262082640146
news6,европейский,0.043080877051682995
news6,союз,0.043080877051682995
news6,декларация,0.23788228450385665
news6,сообщить,0.02727268770188114
news6,замглавы,0.05391262082640146
news6,офис,0.3234757249584088
news6,президент,0.10365187740533753
news6,владимир,0.0575241812785227
news6,зеленский,0.18372356563026426
news6,андрей,0.19030582760308534
news6,речь,0.039593834413979824
news6,идти,0.02876209063926135
news6,словакия,0.10782524165280293
news6,киев,0.09515291380154267
news6,этот,0.01498848404015114
news6,государство,0.17232350820673198
news6,есть,0.023504071625978746
news6,политический,0.08616175410336599
news6,воля,0.09515291380154267
news6,иметь,0.024662149720424176
news6,стать,0.03288188785432533
news6,сторона,0.03040854920042272
news6,сибигазамглав,0.05391262082640146
news6,материал,0.025912969351334383
news6,тайный,0.047576456900771336
news6,контакт,0.05391262082640146
news6,россия,0.01957680542570425
news6,украины.ый,0.05391262082640146
news6,москва,0.034335815400697224
news6,вести,0.034335815400697224
news6,неофициальный,0.05391262082640146
news6,октябрь,0.047576456900771336
news6,раздирать,0.047576456900771336
news6,конфликт,0.047576456900771336
news6,провал,0.039593834413979824
news6,выступить,0.036744713126052854
news6,ответить,0.039593834413979824
news6,свой,0.008316900538282358
news6,декабрь,0.042834779004492084
news6,глава,0.04700814325195749
news6,руководитель,0.047576456900771336
news6,ермак,0.10782524165280293
news6,назвать,0.03040854920042272
news6,ряд,0.036744713126052854
news6,ес,0.05391262082640146
news6,который,0.006336163925630135
news6,член,0.07918766882795965
news6,соглашение,0.142729370702314
news6,поддержать,0.047576456900771336
news6,венгрия,0.05391262082640146
news6,слово,0.023504071625978746
news6,поощрять,0.05391262082640146
news6,выразить,0.08616175410336599
news6,готовность,0.039593834413979824
news6,начать,0.025912969351334383
news6,консультация,0.10782524165280293
news6,двусторонний,0.1617378624792044
news6,тот,0.012123959199446203
news6,число,0.02876209063926135
news6,нидерланды,0.05391262082640146
news6,фрг,0.05391262082640146
news6,королевство,0.05391262082640146
news6,передать,0.047576456900771336
news6,проект,0.03224913327696452
news6,соответствующий,0.05391262082640146
news6,уточнить,0.047576456900771336
news6,готовый,0.043080877051682995
news6,переходить,0.047576456900771336
news6,переговоры,0.05391262082640146
news6,заключение,0.047576456900771336
news6,важный,0.036744713126052854
news6,часть,0.025912969351334383
news6,быть,0.002122157514741026
news6,положение,0.039593834413979824
news6,совместный,0.043080877051682995
news6,оборонный,0.047576456900771336
news6,производство,0.047576456900771336
news6,ермакглава,0.05391262082640146
news6,надежда,0.047576456900771336
news6,подписание,0.05391262082640146
news6,саммит,0.05391262082640146
news6,нато,0.10782524165280293
news6,вашингтон,0.047576456900771336
news6,должный,0.02047001441601349
news6,действовать,0.043080877051682995
news6,момент,0.024662149720424176
news6,присоединение,0.05391262082640146
news7,пятый,0.28556271119840265
news7,канал,0.40320242091128333
news7,производить,0.05711254223968053
news7,большой,0.02612594316578444
news7,количество,0.12583164233551558
news7,различный,0.032213413557629626
news7,программный,0.11422508447936106
news7,продукт,0.05711254223968053
news7,любой,0.03637377811256158
news7,зрительский,0.05711254223968053
news7,год,0.033561198128850576
news7,укрепить,0.05711254223968053
news7,свой,0.01762108115001012
news7,позиция,0.20160121045564167
news7,лидер,0.04563789280916986
news7,федеральный,0.13691367842750957
news7,вещание,0.05711254223968053
news7,успешный,0.11422508447936106
news7,сериал,0.11422508447936106
news7,ежедневный,0.05040030261391042
news7,интересный,0.041943880778505194
news7,премьер,0.05711254223968053
news7,увеличиваться,0.05040030261391042
news7,аудитория,0.4569003379174442
news7,миллионный,0.05711254223968053
news7,просмотр,0.11422508447936106
news7,«алый,0.1713376267190416
news7,эфир,0.10080060522782083
news7,выйти,0.028891426617504122
news7,детективный,0.05711254223968053
news7,эпизод,0.11422508447936106
news7,час,0.028891426617504122
news7,производство,0.10080060522782083
news7,разработка,0.05040030261391042
news7,находиться,0.02612594316578444
news7,новый,0.0348335543739869
news7,детектив,0.11422508447936106
news7,течение,0.038925653183399744
news7,занимать,0.07785130636679949
news7,входить,0.038925653183399744
news7,пятёрка,0.05711254223968053
news7,хороший,0.028891426617504122
news7,показатель,0.11422508447936106
news7,доля,0.15570261273359898
news7,ключевой,0.08388776155701039
news7,базовый,0.11422508447936106
news7,город,0.041943880778505194
news7,россия,0.04147752825423791
news7,население,0.05040030261391042
news7,тысяча,0.02489912868205091
news7,житель,0.041943880778505194
news7,вырасти,0.11422508447936106
news7,декабрь,0.022688593948148508
news7,составить,0.10080060522782083
news7,четвёртый,0.05711254223968053
news7,место,0.1288536542305185
news7,«большой,0.05711254223968053
news7,линейка,0.05711254223968053
news7,премьерный,0.05711254223968053
news7,сравнение,0.05711254223968053
news7,прошлое,0.04563789280916986
news7,показ,0.11422508447936106
news7,программа,0.10080060522782083
news7,вечерний,0.05711254223968053
news7,будни,0.05040030261391042
news7,полуночь,0.05711254223968053
news7,обеспечить,0.05711254223968053
news7,второе,0.05711254223968053
news7,женский,0.05711254223968053
news7,возрастной,0.05711254223968053
news7,сегмент,0.05711254223968053
news7,процент,0.10080060522782083
news7,тайм-слот,0.11422508447936106
news7,собственный,0.038925653183399744
news7,«великолепный,0.05711254223968053
news7,«светский,0.05711254223968053
news7,второй,0.038925653183399744
news7,проект,0.03416324337865918
news7,средний,0.04563789280916986
news7,третий,0.03416324337865918
news7,весь,0.014222321222937977
news7,национальный,0.038925653183399744
news7,пресс-служба,0.05040030261391042
news7,юбилейный,0.05711254223968053
news7,праздник,0.09127578561833972
news7,парус,0.05711254223968053
news7,увидеть,0.03046923134799452
news7,рекордный,0.05711254223968053
news7,зритель,0.05711254223968053
news7,история,0.038925653183399744
news7,легендарный,0.05711254223968053
news7,выпускной,0.05711254223968053
news7,совокупный,0.05711254223968053
news7,миллион,0.032213413557629626
news7,человек,0.015976354322378393
news7,страна,0.028891426617504122
news7,снг,0.05711254223968053
news7,смотреть,0.03637377811256158
news7,самый,0.01899458191748385
news7,красивый,0.05040030261391042
news7,земля,0.02745100375288907
news7,прямой,0.05040030261391042
news7,телевизионный,0.05711254223968053
news7,онлайн-трансляция,0.05711254223968053
news7,сеть,0.041943880778505194
news7,превысить,0.04563789280916986
news7,трансляция,0.05711254223968053
news7,водно-пиротехнический,0.05711254223968053
news7,шоу,0.05711254223968053
news7,занять,0.05040030261391042
news7,первый,0.019843712647205143
news7,ночь,0.032213413557629626
news8,верховный,0.16027047043295337
news8,суд,0.267117450721589
news8,штат,0.13371131529742536
news8,мичиган,0.13371131529742536
news8,отказаться,0.04257896359574237
news8,исключать,0.05899834335523639
news8,бывший,0.04257896359574237
news8,президент,0.032134008346446606
news8,сша,0.05342349014431779
news8,дональд,0.06685565764871268
news8,трамп,0.20056697294613804
news8,первичный,0.13371131529742536
news8,выборы,0.16027047043295337
news8,определение,0.05342349014431779
news8,кандидат,0.16027047043295337
news8,республиканский,0.13371131529742536
news8,партия,0.11799668671047278
news8,президентский,0.05899834335523639
news8,сообщать,0.039991322639922895
news8,апелляция,0.13371131529742536
news8,решить,0.045566175850841495
news8,оставить,0.05899834335523639
news8,сила,0.07133426109005021
news8,предыдущий,0.06685565764871268
news8,решение,0.16027047043295337
news8,прекращение,0.05899834335523639
news8,немой,0.07998264527984579
news8,закон,0.04257896359574237
news8,давать,0.03566713054502511
news8,избирательный,0.06685565764871268
